cvegeo,m_educacion,m_lineas_sae,m_viv_servicios,m_educacion_sd,m_lineas_sae_sd,m_viv_servicios_sd,lisa,loc_peq_pct,pct_60mas,log_pob
05038,2.2727205931504893e-06,-0.7151993347027199,0.008881625585812635,0.014108658291631306,0.2658335888082288,0.13496015872384431,ns,15.1122953939855,13.840883136657784,4.118430077122089
06001,0.0004037879568476228,-0.585729073109941,-0.02620690400327828,0.014118131646405123,0.264203716341504,0.1357544364040911,ns,44.3712444798378,14.356041410265691,4.441318007475848
06002,-0.00040495396698545514,0.03635777523928362,-0.043306284544256717,0.014121075309251349,0.25583099272433724,0.1366514761494777,ns,6.42033009016352,16.054327339412154,5.19603241004688
06003,-0.0008216023352522418,0.06064513570299141,-0.05123393490730752,0.01415984715944666,0.25242116801295983,0.13743944958772825,ns,55.454503485527,15.017773879322286,4.335678502356566
06004,-0.00041715668532009865,-0.13368443481361042,-0.01538662196563045,0.014125770102650531,0.26488765048048146,0.1351497196083505,ns,28.5309785477756,14.301482939002735,4.318835191727664
06005,0.0015962599846252059,-0.055413609736467195,0.008582808746827816,0.014282727909586408,0.25315693427422625,0.13490034578932503,ns,37.0678350977068,15.508363450283047,4.495086213639859
06006,-0.0008859464453073021,-0.4687484045594052,-0.017514837067539084,0.014175111111629987,0.2882239023950784,0.13535955623969445,ns,100.0,16.165747821447628,3.749968083509403
06007,-0.0005244028803060335,0.06593896511628365,-0.03254623326508198,0.01413010545597964,0.25943004770983774,0.13591392724091705,ns,11.2620464741325,10.517141196978502,5.281103849114218
06008,-0.0011481632884636557,-0.6528206664577427,-0.05478217137324298,0.014228457662461037,0.39280892562507586,0.13812175023613493,ns,40.6216401133809,11.572671293128726,4.009918084665902
06009,0.00011233767328361445,-0.5810752325367986,-0.03605042070550982,0.014109911668726627,0.2674298985137913,0.1365114778483667,ns,11.4062164137397,11.291861914793001,5.065598385628987
06010,-0.0003065617955512007,-0.04109066350837097,-0.006989443702542202,0.014116609339713572,0.26238647376740815,0.13490701115505863,ns,1.5130674002751,10.66959575860365,5.175401631228191
07001,-0.00042171942009839024,-0.5273410563319769,0.01571768686098547,0.014120657625350277,0.2577382720330341,0.13529336000659273,ns,55.0294542625319,10.220073357785928,4.25512771614317
07002,-0.0003669197955453144,-0.24728124211959995,-0.007656129421890605,0.014117433911585127,0.25575568695378037,0.13489124808914887,ns,29.1971491952612,11.440977958181904,4.326069466588894
07003,-0.00037008811890425013,-0.8858278072284768,-0.0018984902657221442,0.014120625007201749,0.2809697887767728,0.13483713412609222,ns,76.7760883304212,12.483735454849624,4.429736134926033
07004,-0.0007499026390495788,1.4447408150837837,0.07309486732011393,0.014144544138915216,0.260971664969422,0.1409469507984159,ns,70.6360619469027,6.147676991150443,4.558228421803325
07005,-0.0009818413609854167,-0.174952741465839,0.01766196783697893,0.014176897543910827,0.2549986126951359,0.1351573497207627,ns,100.0,7.41677545691906,4.3893787479525095
07006,0.0008824723177681637,-0.3201757016618415,0.016055080178546403,0.01416950073659597,0.27546840379108867,0.13514422298781087,ns,100.0,10.549866078462266,4.501538502649975
07007,0.00045502078370455697,0.07204584412285742,0.0817301522253312,0.014123222165420644,0.27240258897400293,0.1410629296822802,ns,47.5316848355934,7.480280067357972,4.0524245881420615
07008,-0.0004455737546472706,-0.05492842470582508,0.012739239875578786,0.014121329513709943,0.276282372929458,0.13495605426987684,ns,62.8290606316712,8.66435033023445,4.504430081755208
07009,0.0003010674625619927,-0.014376724760761161,0.044453233301711303,0.014117201566586282,0.2751399209060327,0.13694475475491072,ns,38.3347514282241,14.751428224140026,4.614211501642213
07010,-0.0011751405374484766,0.6217504880809196,0.012424891109791534,0.014196077006041254,0.2850951313799996,0.13532027379494374,ns,100.0,10.061099796334013,3.8671727511786496
07011,-0.00017327772830515986,-0.05666942978504433,0.018727004959329618,0.014110780579119693,0.2545563239296787,0.13519249297837266,ns,100.0,11.04827107208414,4.3044258958093975
07012,0.000645660631271376,-0.30946741054121224,0.014103526940296308,0.01413513051986453,0.25413772954612784,0.13500663036217586,ns,32.7918059165738,7.767050377521971,4.810447595123116
07013,8.123663121326402e-05,0.07260660472944606,-0.008547044732703615,0.01410930297747397,0.28410739456274836,0.13497738960364,ns,61.8924938947481,5.9308160910286345,4.571277816502186
